Genome_Biol	36335397	2022	NoLink
Genome_Biol	NA	2010	abstractNotFound
Genome_Biol	25723451	2015	NoLink
Genome_Biol	17201929	2007	NoLink
Genome_Biol	34078442	2021	NoLink
Genome_Biol	16925838	2006	NoLink
Genome_Biol	16925837	2006	NoLink
Genome_Biol	32698896	2020	available https://github.com/gtonkinhill/panaroo 301 
Genome_Biol	24176123	2013	NoLink
Genome_Biol	32362283	2020	abstractNotFound
Genome_Biol	29195502	2017	software http://yiplab.cse.cuhk.edu.hk/omsv/ -1 
Genome_Biol	38468348	2024	NoLink
Genome_Biol	34183059	2021	NoLink
Genome_Biol	31488207	2019	abstractNotFound
Genome_Biol	28615029	2017	NoLink
Genome_Biol	31477158	2019	NoLink
Genome_Biol	32345333	2020	abstractNotFound
Genome_Biol	26813113	2016	NoLink
Genome_Biol	37957683	2023	NoLink
Genome_Biol	27534536	2016	NoLink
Genome_Biol	27899139	2016	null https://genomebiology.biomedcentral.com/articles/10.1186/s13059-016-1095-9 301 
Genome_Biol	32423416	2020	available https://app.tappas.org 301 
Genome_Biol	37936225	2023	NoLink
Genome_Biol	35421994	2022	NoLink
Genome_Biol	20230615	2010	NoLink
Genome_Biol	24359918	2013	NoLink
Genome_Biol	26201400	2015	NoLink
Genome_Biol	36451239	2022	NoLink
Genome_Biol	15998450	2005	NoLink
Genome_Biol	35246212	2022	NoLink
Genome_Biol	19265526	2009	NoLink
Genome_Biol	32127008	2020	NoLink
Genome_Biol	17949488	2007	NoLink
Genome_Biol	NA	2010	abstractNotFound
Genome_Biol	18613964	2008	NoLink
Genome_Biol	29598823	2018	NoLink
Genome_Biol	30700312	2019	NoLink
Genome_Biol	15535872	2004	NoLink
Genome_Biol	25316146	2014	NoLink
Genome_Biol	30744646	2019	NoLink
Genome_Biol	37950331	2023	NoLink
Genome_Biol	25367074	2014	available https://github.com/bioinformatics-centre/bayesembler 301 
Genome_Biol	19895680	2009	NoLink
Genome_Biol	28687080	2017	NoLink
Genome_Biol	32883364	2020	NoLink
Genome_Biol	24708878	2014	NoLink
Genome_Biol	24342523	2013	NoLink
