Nucleic_Acids_Res	24137011	2014	NoLink
Nucleic_Acids_Res	33836087	2021	NoLink
Nucleic_Acids_Res	32421769	2020	available http://platoloco.aei.polsl.pl/ 301 
Nucleic_Acids_Res	25303995	2014	NoLink
Nucleic_Acids_Res	23147004	2013	NoLink
Nucleic_Acids_Res	37941137	2023	NoLink
Nucleic_Acids_Res	37560909	2023	NoLink
Nucleic_Acids_Res	36610789	2023	NoLink
Nucleic_Acids_Res	23293004	2013	NoLink
Nucleic_Acids_Res	29986069	2018	NoLink
Nucleic_Acids_Res	21296755	2011	NoLink
Nucleic_Acids_Res	17012286	2006	NoLink
Nucleic_Acids_Res	19740770	2009	NoLink
Nucleic_Acids_Res	NA	2016	abstractNotFound
Nucleic_Acids_Res	32585002	2020	NoLink
Nucleic_Acids_Res	30252093	2019	null http://www.iprox.org 301 
Nucleic_Acids_Res	20846954	2011	NoLink
Nucleic_Acids_Res	35580056	2022	available https://www.dsimb.inserm.fr/SWORD2 301 
Nucleic_Acids_Res	29036396	2017	NoLink
Nucleic_Acids_Res	16254076	2005	NoLink
Nucleic_Acids_Res	38084926	2024	NoLink
Nucleic_Acids_Res	21745812	2011	NoLink
Nucleic_Acids_Res	27923999	2017	NoLink
Nucleic_Acids_Res	19726585	2009	NoLink
Nucleic_Acids_Res	30329087	2018	NoLink
Nucleic_Acids_Res	22373915	2012	NoLink
Nucleic_Acids_Res	32735661	2020	NoLink
Nucleic_Acids_Res	17251191	2007	NoLink
Nucleic_Acids_Res	30192981	2018	NoLink
Nucleic_Acids_Res	23783571	2013	NoLink
Nucleic_Acids_Res	32491177	2020	NoLink
Nucleic_Acids_Res	31329950	2019	NoLink
Nucleic_Acids_Res	23907387	2013	NoLink
Nucleic_Acids_Res	27496282	2016	NoLink
Nucleic_Acids_Res	31495892	2019	NoLink
Nucleic_Acids_Res	19541851	2009	NoLink
Nucleic_Acids_Res	20478827	2010	tool http://centre.bioinformatics.zj.cn/mirtools/ 200 tool http://59.79.168.90/mirtools -1 
Nucleic_Acids_Res	22127864	2012	NoLink
Nucleic_Acids_Res	20007596	2010	NoLink
Nucleic_Acids_Res	17715145	2007	NoLink
Nucleic_Acids_Res	28475766	2017	NoLink
Nucleic_Acids_Res	31361894	2019	NoLink
Nucleic_Acids_Res	21278418	2011	NoLink
Nucleic_Acids_Res	27106058	2016	NoLink
Nucleic_Acids_Res	32329781	2020	NoLink
Nucleic_Acids_Res	38716863	2024	available https://www.ccb.uni-saarland.de/mibianto 302 
Nucleic_Acids_Res	27131367	2016	NoLink
Nucleic_Acids_Res	25662213	2015	NoLink
Nucleic_Acids_Res	37395403	2023	NoLink
Nucleic_Acids_Res	16549876	2006	NoLink
Nucleic_Acids_Res	NA	2013	abstractNotFound
Nucleic_Acids_Res	17981838	2007	NoLink
Nucleic_Acids_Res	23275554	2013	NoLink
Nucleic_Acids_Res	21447564	2011	NoLink
Nucleic_Acids_Res	16381835	2006	null http://codex.cshl.org 301 
Nucleic_Acids_Res	17478512	2007	NoLink
Nucleic_Acids_Res	26338774	2015	NoLink
Nucleic_Acids_Res	31665440	2019	NoLink
Nucleic_Acids_Res	35446425	2022	NoLink
Nucleic_Acids_Res	20047960	2010	NoLink
Nucleic_Acids_Res	27738133	2017	NoLink
Nucleic_Acids_Res	25294833	2014	NoLink
Nucleic_Acids_Res	15980535	2005	available http://www.dcode.org/ 301 
Nucleic_Acids_Res	29584876	2018	NoLink
Nucleic_Acids_Res	28034958	2017	NoLink
Nucleic_Acids_Res	28575236	2017	NoLink
Nucleic_Acids_Res	NA	2013	abstractNotFound
Nucleic_Acids_Res	21646344	2011	NoLink
Nucleic_Acids_Res	21908406	2012	NoLink
Nucleic_Acids_Res	27034467	2016	NoLink
Nucleic_Acids_Res	28510698	2017	available http://structure.bioc.cam.ac.uk/xsult/ -1 
Nucleic_Acids_Res	24748660	2014	NoLink
Nucleic_Acids_Res	24803667	2014	available http://repeatmasker.org/garlic/ 301 
Nucleic_Acids_Res	20448025	2010	NoLink
Nucleic_Acids_Res	23814188	2013	NoLink
Nucleic_Acids_Res	28180304	2017	NoLink
Nucleic_Acids_Res	19900967	2010	available http://www.imgt.org -1 
Nucleic_Acids_Res	27899668	2017	null http://genome.microbedb.jp/cyanobase -1 
Nucleic_Acids_Res	38917322	2024	here https://RBP2GO-2-Beta.dkfz.de 301 
Nucleic_Acids_Res	27651452	2017	NoLink
Nucleic_Acids_Res	22977176	2012	NoLink
Nucleic_Acids_Res	32667640	2020	NoLink
Nucleic_Acids_Res	16100382	2005	NoLink
Nucleic_Acids_Res	36350608	2023	null http://crisprbase.maolab.org 405 
Nucleic_Acids_Res	33577685	2021	NoLink
Nucleic_Acids_Res	24970867	2014	NoLink
Nucleic_Acids_Res	23180797	2013	null http://quorumpeps.ugent.be 404 
Nucleic_Acids_Res	37971305	2024	available http://db3.cistrome.org/browser 301 
Nucleic_Acids_Res	19339516	2009	NoLink
Nucleic_Acids_Res	36808528	2023	NoLink
Nucleic_Acids_Res	33152070	2021	available https://www.genenames.org 301 available https://vertebrate.genenames.org/ 301 
Nucleic_Acids_Res	21937511	2012	NoLink
Nucleic_Acids_Res	18442991	2008	null http://rosettadock.graylab.jhu.edu 301 
Nucleic_Acids_Res	27899557	2017	NoLink
Nucleic_Acids_Res	31828317	2020	NoLink
Nucleic_Acids_Res	34197600	2021	NoLink
Nucleic_Acids_Res	31584097	2020	null https://www.internationalgenome.org 301 
Nucleic_Acids_Res	32329776	2020	NoLink
Nucleic_Acids_Res	34718715	2022	null http://oncodb.org 301 
Nucleic_Acids_Res	33693789	2021	NoLink
Nucleic_Acids_Res	23571757	2013	NoLink
Nucleic_Acids_Res	19483096	2009	available http://compbio.soe.ucsc.edu/SAM_T08/T08-query.html 301 
Nucleic_Acids_Res	15980552	2005	available http://race.unil.ch -1 
Nucleic_Acids_Res	37587695	2023	NoLink
Nucleic_Acids_Res	16381883	2006	available http://img.jgi.doe.gov 301 
