Genet_Res_(Camb)	35356748	2022	NoLink
Genet_Res_(Camb)	35919037	2022	NoLink
Genet_Res_(Camb)	35356748	2022	NoLink
Genet_Res_(Camb)	35919037	2022	NoLink
Genet_Res_(Camb)	37829154	2023	NoLink
Genet_Res_(Camb)	36299684	2022	NoLink
Genet_Res_(Camb)	39185021	2024	NoLink
Genet_Res_(Camb)	35528221	2022	NoLink
Genet_Res_(Camb)	38586596	2024	NoLink
Genet_Res_(Camb)	33762893	2021	abstractNotFound
Genet_Res_(Camb)	36072012	2022	NoLink
Genet_Res_(Camb)	38026448	2023	NoLink
Genet_Res_(Camb)	38444770	2024	NoLink
Genet_Res_(Camb)	37006463	2023	NoLink
Genet_Res_(Camb)	36619897	2022	NoLink
Genet_Res_(Camb)	34899056	2021	NoLink
Genet_Res_(Camb)	34867085	2021	NoLink
Genet_Res_(Camb)	26996452	2016	NoLink
Genet_Res_(Camb)	36793937	2023	NoLink
Genet_Res_(Camb)	35919033	2022	NoLink
Genet_Res_(Camb)	36160034	2022	NoLink
Genet_Res_(Camb)	36262249	2022	NoLink
Genet_Res_(Camb)	36741921	2023	NoLink
Genet_Res_(Camb)	35919032	2022	NoLink
Genet_Res_(Camb)	36245555	2022	NoLink
Genet_Res_(Camb)	31668155	2019	NoLink
Genet_Res_(Camb)	38074420	2023	NoLink
Genet_Res_(Camb)	35711689	2022	NoLink
Genet_Res_(Camb)	36619896	2022	NoLink
Genet_Res_(Camb)	35645616	2022	NoLink
Genet_Res_(Camb)	35387180	2022	NoLink
Genet_Res_(Camb)	37168526	2023	NoLink
Genet_Res_(Camb)	32354376	2020	NoLink
Genet_Res_(Camb)	36407083	2022	NoLink
Genet_Res_(Camb)	28132660	2017	NoLink
Genet_Res_(Camb)	36908850	2023	NoLink
Genet_Res_(Camb)	37033161	2023	NoLink
Genet_Res_(Camb)	37538139	2023	NoLink
Genet_Res_(Camb)	38389521	2024	NoLink
Genet_Res_(Camb)	37942082	2023	NoLink
Genet_Res_(Camb)	30912487	2019	NoLink
Genet_Res_(Camb)	37829155	2023	NoLink
Genet_Res_(Camb)	37234568	2023	NoLink
Genet_Res_(Camb)	36017327	2021	NoLink
Genet_Res_(Camb)	36474621	2022	NoLink
Genet_Res_(Camb)	36238801	2022	NoLink
Genet_Res_(Camb)	38283987	2024	NoLink
Genet_Res_(Camb)	36824501	2023	NoLink
Genet_Res_(Camb)	35356749	2022	NoLink
Genet_Res_(Camb)	35440892	2022	NoLink
Genet_Res_(Camb)	31134877	2019	abstractNotFound
Genet_Res_(Camb)	36118275	2022	NoLink
Genet_Res_(Camb)	22950902	2012	NoLink
Genet_Res_(Camb)	36474620	2022	NoLink
Genet_Res_(Camb)	36072013	2022	NoLink
Genet_Res_(Camb)	36619898	2022	NoLink
Genet_Res_(Camb)	39247556	2024	NoLink
Genet_Res_(Camb)	36941947	2023	NoLink
Genet_Res_(Camb)	35919036	2022	NoLink
Genet_Res_(Camb)	31190668	2019	NoLink
Genet_Res_(Camb)	26030725	2015	NoLink
Genet_Res_(Camb)	36160032	2022	NoLink
Genet_Res_(Camb)	36407084	2022	NoLink
Genet_Res_(Camb)	39297018	2024	NoLink
Genet_Res_(Camb)	36407082	2022	NoLink
Genet_Res_(Camb)	27834155	2016	NoLink
Genet_Res_(Camb)	36479381	2022	NoLink
Genet_Res_(Camb)	35387179	2022	NoLink
Genet_Res_(Camb)	36320932	2022	NoLink
Genet_Res_(Camb)	36923953	2023	NoLink
Genet_Res_(Camb)	39377096	2024	NoLink
Genet_Res_(Camb)	28502252	2017	NoLink
Genet_Res_(Camb)	34456634	2021	NoLink
Genet_Res_(Camb)	36299685	2022	NoLink
Genet_Res_(Camb)	35356752	2022	NoLink
Genet_Res_(Camb)	37020895	2023	NoLink
Genet_Res_(Camb)	37113556	2023	NoLink
Genet_Res_(Camb)	36908851	2023	NoLink
Genet_Res_(Camb)	36034412	2022	NoLink
Genet_Res_(Camb)	35185392	2022	NoLink
Genet_Res_(Camb)	36160033	2022	NoLink
Genet_Res_(Camb)	34035662	2021	NoLink
Genet_Res_(Camb)	38715622	2024	NoLink
Genet_Res_(Camb)	36960385	2023	NoLink
Genet_Res_(Camb)	36741922	2023	NoLink
Genet_Res_(Camb)	35919035	2022	NoLink
Genet_Res_(Camb)	35136380	2022	NoLink
Genet_Res_(Camb)	36721432	2023	NoLink
Genet_Res_(Camb)	38205231	2024	NoLink
Genet_Res_(Camb)	36101745	2022	NoLink
Genet_Res_(Camb)	28132651	2017	NoLink
Genet_Res_(Camb)	37780815	2023	NoLink
Genet_Res_(Camb)	36160031	2022	NoLink
Genet_Res_(Camb)	NA	2020	abstractNotFound
Genet_Res_(Camb)	31030682	2019	NoLink
Genet_Res_(Camb)	36721431	2023	NoLink
Genet_Res_(Camb)	36262248	2022	NoLink
Genet_Res_(Camb)	35283690	2022	NoLink
Genet_Res_(Camb)	39139739	2024	NoLink
Genet_Res_(Camb)	32517826	2020	NoLink
Genet_Res_(Camb)	36245556	2022	NoLink
Genet_Res_(Camb)	35440891	2022	NoLink
Genet_Res_(Camb)	34803519	2021	NoLink
Genet_Res_(Camb)	36969985	2023	NoLink
Genet_Res_(Camb)	37575977	2023	NoLink
Genet_Res_(Camb)	35002538	2021	NoLink
Genet_Res_(Camb)	37575978	2023	NoLink
Genet_Res_(Camb)	32867862	2020	NoLink
Genet_Res_(Camb)	35855056	2022	NoLink
Genet_Res_(Camb)	36325267	2022	NoLink
Genet_Res_(Camb)	36688087	2023	NoLink
Genet_Res_(Camb)	31813398	2019	NoLink
